param_name,level,actual_value,sharpe,annual_return,max_drawdown,relative_sharpe,mc_survival_rate
top_n,2.0,2.0,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.46
top_n,3.0,3.0,0.7555216573081204,0.10404835348401353,0.187804942521529,-0.06091865410204311,0.0
momentum_window,-0.15,7.0,1.1566719588470844,0.14979606871047046,0.08714783517996297,0.3402316474369209,0.3
momentum_window,-0.1,7.0,1.1566719588470844,0.14979606871047046,0.08714783517996297,0.3402316474369209,0.3
momentum_window,-0.05,8.0,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.26
momentum_window,0.0,8.0,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.26
momentum_window,0.05,8.0,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.26
momentum_window,0.1,9.0,0.9078832740468139,0.1218064432118009,0.14455350751142515,0.09144296263665042,0.2
momentum_window,0.15,9.0,0.9078832740468139,0.1218064432118009,0.14455350751142515,0.09144296263665042,0.2
momentum_threshold,-0.15,-0.06375,1.0587374055065875,0.14297435881208487,0.1445535075114254,0.24229709409642397,0.22
momentum_threshold,-0.1,-0.0675,1.0778086809640337,0.14526008781445432,0.14455350751142526,0.2613683695538702,0.22
momentum_threshold,-0.05,-0.07125,1.082698374982578,0.14572129650379617,0.14455350751142457,0.26625806357241455,0.22
momentum_threshold,0.0,-0.075,1.215626903096881,0.15654815444013814,0.07583734245319906,0.39918659168671744,0.24
momentum_threshold,0.05,-0.07875,1.1954500502514847,0.15268502356359126,0.07334901371775214,0.37900973884132116,0.24
momentum_threshold,0.1,-0.0825,1.1489846043148007,0.14645910964595976,0.07334901371775197,0.33254429290463716,0.24
momentum_threshold,0.15,-0.08625,1.1489846043148007,0.14645910964595976,0.07334901371775197,0.33254429290463716,0.28
