ts_code,trade_date,bid_open,bid_close,bid_high,bid_low,ask_open,ask_close,ask_high,ask_low,tick_qty
USDCNH.FXCM,20180807,6.86392,6.81807,6.87596,6.81688,6.86698,6.82349,6.87667,6.81771,164458
USDCNH.FXCM,20180808,6.81807,6.82284,6.84741,6.80572,6.82349,6.82798,6.84795,6.80624,171287
USDCNH.FXCM,20180809,6.82284,6.8452,6.8464,6.81301,6.82798,6.84709,6.84716,6.81404,197811
USDCNH.FXCM,20180810,6.8452,6.86556,6.87382,6.82802,6.84709,6.87061,6.87427,6.8345,238808
USDCNH.FXCM,20180812,6.86556,6.86682,6.86682,6.85942,6.87061,6.87468,6.87468,6.86631,88
USDCNH.FXCM,20180813,6.86682,6.89185,6.90982,6.8632,6.87468,6.90212,6.91068,6.86728,230633
USDCNH.FXCM,20180814,6.89185,6.89322,6.9069,6.88086,6.90212,6.90423,6.90758,6.88123,191354
USDCNH.FXCM,20180815,6.89322,6.94532,6.95849,6.8932,6.90423,6.94805,6.95901,6.89456,238782
USDCNH.FXCM,20180816,6.94532,6.85832,6.94905,6.85342,6.94805,6.86681,6.94988,6.85428,271514
USDCNH.FXCM,20180817,6.85832,6.83261,6.88302,6.82689,6.86681,6.83807,6.88373,6.82747,295778
USDCNH.FXCM,20180819,6.83261,6.83472,6.83482,6.83049,6.83807,6.84018,6.84039,6.83708,81
USDCNH.FXCM,20180820,6.83472,6.83395,6.8627,6.8306,6.84018,6.8364,6.86318,6.83299,181468
USDCNH.FXCM,20180821,6.83395,6.82739,6.85435,6.82079,6.8364,6.83001,6.85504,6.82127,160044
USDCNH.FXCM,20180822,6.82739,6.84562,6.84879,6.82025,6.83001,6.84923,6.84931,6.825,132004
USDCNH.FXCM,20180823,6.84562,6.89271,6.89411,6.84132,6.84923,6.89488,6.89527,6.84437,143749
USDCNH.FXCM,20180824,6.89271,6.80057,6.8956,6.79873,6.89488,6.80778,6.89667,6.79922,197020
USDCNH.FXCM,20180826,6.80057,6.7997,6.79982,6.7983,6.80778,6.80518,6.81098,6.80508,58
USDCNH.FXCM,20180827,6.7997,6.79274,6.81567,6.78117,6.80518,6.79582,6.81737,6.78197,164239
USDCNH.FXCM,20180828,6.79274,6.79902,6.8143,6.78495,6.79582,6.80317,6.81467,6.78542,134207
USDCNH.FXCM,20180829,6.79902,6.81931,6.83589,6.78842,6.80317,6.8245,6.83644,6.79606,143231
USDCNH.FXCM,20180830,6.81931,6.86569,6.87567,6.81522,6.8245,6.86887,6.87772,6.8158,144020
USDCNH.FXCM,20180831,6.86569,6.84107,6.87148,6.82717,6.86887,6.84975,6.87518,6.82785,171124
USDCNH.FXCM,20180903,6.84107,6.83416,6.85856,6.82826,6.84975,6.83565,6.85924,6.82885,101816
USDCNH.FXCM,20180904,6.83416,6.84852,6.86283,6.82153,6.83565,6.84984,6.8634,6.82218,134240
USDCNH.FXCM,20180905,6.84852,6.84182,6.86539,6.84151,6.84984,6.8425,6.86588,6.84218,161577
USDCNH.FXCM,20180906,6.84182,6.84375,6.85925,6.83063,6.8425,6.84612,6.85959,6.83144,195010
USDCNH.FXCM,20180907,6.84375,6.86467,6.8748,6.82471,6.84612,6.87645,6.87645,6.82569,302758
USDCNH.FXCM,20180909,6.86467,6.85945,6.85945,6.85927,6.87645,6.87018,6.87018,6.87018,3
USDCNH.FXCM,20180910,6.85945,6.865,6.87648,6.85914,6.87018,6.87293,6.87692,6.86045,142054
USDCNH.FXCM,20180911,6.865,6.87522,6.88748,6.86199,6.87293,6.8758,6.88788,6.86732,140043
USDCNH.FXCM,20180912,6.87522,6.83322,6.88897,6.82671,6.8758,6.83836,6.88972,6.82714,166222
USDCNH.FXCM,20180913,6.83322,6.84339,6.85253,6.82254,6.83836,6.84591,6.85308,6.82303,172464
USDCNH.FXCM,20180914,6.84339,6.87915,6.88195,6.8407,6.84591,6.88208,6.88278,6.84137,178294
USDCNH.FXCM,20180916,6.87915,6.87812,6.87812,6.87282,6.88208,6.88349,6.88403,6.88318,36
USDCNH.FXCM,20180917,6.87812,6.86862,6.88072,6.85521,6.88349,6.87173,6.88351,6.8559,128919
USDCNH.FXCM,20180918,6.86862,6.8586,6.89279,6.85821,6.87173,6.86439,6.89358,6.85864,203623
USDCNH.FXCM,20180919,6.8586,6.84919,6.86981,6.84245,6.86439,6.85385,6.87042,6.84278,181130
USDCNH.FXCM,20180920,6.84919,6.83514,6.86157,6.83132,6.85385,6.83659,6.86618,6.83206,164336
USDCNH.FXCM,20180921,6.83514,6.84723,6.85191,6.82425,6.83659,6.84963,6.85258,6.82483,161024
USDCNH.FXCM,20180923,6.84723,6.85358,6.85777,6.84815,6.84963,6.85818,6.86018,6.85218,186
USDCNH.FXCM,20180924,6.85358,6.86633,6.87398,6.84859,6.85818,6.87006,6.87447,6.84972,133252
USDCNH.FXCM,20180925,6.86633,6.86778,6.87262,6.8572,6.87006,6.86919,6.87358,6.85774,140711
USDCNH.FXCM,20180926,6.86778,6.87333,6.88713,6.86423,6.86919,6.88428,6.88774,6.86506,155705
USDCNH.FXCM,20180927,6.87333,6.88645,6.88776,6.86387,6.88428,6.8884,6.88842,6.86429,174699
USDCNH.FXCM,20180928,6.88645,6.87681,6.88844,6.86767,6.8884,6.87938,6.88897,6.86813,166015
USDCNH.FXCM,20180930,6.87681,6.87192,6.88132,6.86777,6.87938,6.88379,6.8838,6.87883,25
USDCNH.FXCM,20181001,6.87192,6.88637,6.88982,6.8708,6.88379,6.88953,6.89019,6.87758,121629
USDCNH.FXCM,20181002,6.88637,6.88379,6.90457,6.87876,6.88953,6.88673,6.90505,6.87932,150742
USDCNH.FXCM,20181003,6.88379,6.88886,6.89878,6.87818,6.88673,6.89094,6.89918,6.87986,122792
USDCNH.FXCM,20181004,6.88886,6.89293,6.91722,6.88834,6.89094,6.89843,6.91775,6.89022,180366
USDCNH.FXCM,20181005,6.89293,6.89466,6.91032,6.89055,6.89843,6.89535,6.9108,6.89086,232067
USDCNH.FXCM,20181007,6.89466,6.90622,6.90816,6.89522,6.89535,6.91028,6.91076,6.90259,70
USDCNH.FXCM,20181008,6.90622,6.91641,6.93748,6.89583,6.91028,6.92416,6.9383,6.89645,193773
USDCNH.FXCM,20181009,6.91641,6.91581,6.93486,6.90866,6.92416,6.91729,6.93646,6.90908,200023
USDCNH.FXCM,20181010,6.91581,6.92427,6.9355,6.91048,6.91729,6.92673,6.93574,6.91096,184266
USDCNH.FXCM,20181011,6.92427,6.87712,6.9431,6.86694,6.92673,6.87941,6.94344,6.86782,243310
USDCNH.FXCM,20181012,6.87712,6.9185,6.9258,6.86835,6.87941,6.9238,6.92667,6.87472,189067
USDCNH.FXCM,20181014,6.9185,6.91622,6.91727,6.91621,6.9238,6.92818,6.92818,6.92733,27
USDCNH.FXCM,20181015,6.91622,6.92079,6.93049,6.91172,6.92818,6.92595,6.93099,6.91204,137269
USDCNH.FXCM,20181016,6.92079,6.91001,6.92508,6.90504,6.92595,6.91578,6.92978,6.90566,125102
USDCNH.FXCM,20181017,6.91001,6.92804,6.93134,6.90653,6.91578,6.93202,6.93211,6.90713,136238
USDCNH.FXCM,20181018,6.92804,6.93555,6.95218,6.92049,6.93202,6.94266,6.95257,6.9269,159261
USDCNH.FXCM,20181019,6.93555,6.92997,6.94712,6.92462,6.94266,6.94123,6.94816,6.92509,159877
USDCNH.FXCM,20181021,6.92997,6.93003,6.93132,6.93003,6.94123,6.94168,6.94347,6.94168,130
USDCNH.FXCM,20181022,6.93003,6.93696,6.95142,6.92943,6.94168,6.9388,6.95181,6.93008,143906
USDCNH.FXCM,20181023,6.93696,6.93804,6.94948,6.93627,6.9388,6.9392,6.94998,6.93819,145580
USDCNH.FXCM,20181024,6.93804,6.944,6.95462,6.93745,6.9392,6.94519,6.95504,6.93879,141622
USDCNH.FXCM,20181025,6.944,6.95572,6.96662,6.94355,6.94519,6.95772,6.96717,6.94466,148033
USDCNH.FXCM,20181026,6.95572,6.94722,6.97681,6.94722,6.95772,6.95901,6.97722,6.95018,168009
USDCNH.FXCM,20181028,6.94722,6.95247,6.95247,6.95247,6.95901,6.96483,6.96483,6.96483,1
USDCNH.FXCM,20181029,6.95247,6.97462,6.97542,6.94967,6.96483,6.97579,6.97618,6.95211,127771
USDCNH.FXCM,20181030,6.97462,6.96922,6.97713,6.96362,6.97579,6.97161,6.97848,6.96405,133943
USDCNH.FXCM,20181031,6.96922,6.97401,6.97952,6.9681,6.97161,6.97495,6.98064,6.96948,115963
USDCNH.FXCM,20181101,6.97401,6.91599,6.98018,6.91038,6.97495,6.91786,6.98093,6.91118,159904
USDCNH.FXCM,20181102,6.91599,6.89879,6.93031,6.85226,6.91786,6.9011,6.93078,6.85268,227609
USDCNH.FXCM,20181105,6.89879,6.90972,6.92816,6.88431,6.9011,6.91515,6.92865,6.89035,145212
USDCNH.FXCM,20181106,6.90972,6.92065,6.92523,6.90855,6.91515,6.92625,6.92625,6.90973,109915
USDCNH.FXCM,20181107,6.92065,6.91709,6.93922,6.90872,6.92625,6.9187,6.93963,6.90919,172721
USDCNH.FXCM,20181108,6.91709,6.93974,6.9406,6.91432,6.9187,6.94105,6.94153,6.9187,164117
USDCNH.FXCM,20181109,6.93974,6.9465,6.95352,6.93564,6.94105,6.94921,6.95407,6.93681,149674
USDCNH.FXCM,20181111,6.9465,6.94689,6.94773,6.94672,6.94921,6.94921,6.95228,6.94918,67
USDCNH.FXCM,20181112,6.94689,6.96059,6.9673,6.94233,6.94921,6.97295,6.9732,6.94288,154720
USDCNH.FXCM,20181113,6.96059,6.9454,6.96948,6.9435,6.97295,6.9487,6.97335,6.94397,154241
USDCNH.FXCM,20181114,6.9454,6.94231,6.95302,6.9382,6.9487,6.9456,6.95347,6.93884,124580
USDCNH.FXCM,20181115,6.94231,6.92603,6.94474,6.91493,6.9456,6.93038,6.95108,6.91555,164091
USDCNH.FXCM,20181116,6.92603,6.91552,6.94511,6.91032,6.93038,6.92518,6.94565,6.91106,140887
USDCNH.FXCM,20181118,6.91552,6.91841,6.91854,6.91826,6.92518,6.92618,6.92618,6.92618,123
USDCNH.FXCM,20181119,6.91841,6.93209,6.93944,6.91842,6.92618,6.93518,6.93994,6.92248,106262
USDCNH.FXCM,20181120,6.93209,6.94382,6.94581,6.93042,6.93518,6.94533,6.94628,6.93199,105588
USDCNH.FXCM,20181121,6.94382,6.92164,6.95014,6.92129,6.94533,6.92854,6.95068,6.92178,88101
USDCNH.FXCM,20181122,6.92164,6.92472,6.93111,6.91894,6.92854,6.93097,6.9317,6.91956,55242
USDCNH.FXCM,20181123,6.92472,6.94216,6.94699,6.92329,6.93097,6.94654,6.94768,6.92466,58996
USDCNH.FXCM,20181125,6.94216,6.93932,6.93982,6.93612,6.94654,6.94567,6.94949,6.94518,20
USDCNH.FXCM,20181126,6.93932,6.94978,6.95252,6.93033,6.94567,6.9512,6.95322,6.9309,115149
USDCNH.FXCM,20181127,6.94978,6.94999,6.95767,6.93236,6.9512,6.95668,6.95823,6.9335,126659
USDCNH.FXCM,20181128,6.94999,6.93791,6.95839,6.93248,6.95668,6.94228,6.959,6.93314,130195
USDCNH.FXCM,20181129,6.93791,6.93457,6.94516,6.93037,6.94228,6.93717,6.9458,6.93078,128393
USDCNH.FXCM,20181130,6.93457,6.94647,6.9565,6.93287,6.93717,6.95143,6.95703,6.93498,164154
USDCNH.FXCM,20181202,6.94647,6.89572,6.89885,6.89572,6.95143,6.89736,6.90648,6.89723,281
USDCNH.FXCM,20181203,6.89572,6.87219,6.92509,6.87219,6.89736,6.88101,6.92577,6.87325,183924
USDCNH.FXCM,20181204,6.87219,6.84793,6.88227,6.82568,6.88101,6.85145,6.88441,6.82629,216064
USDCNH.FXCM,20181205,6.84793,6.85652,6.87248,6.8451,6.85145,6.86311,6.87313,6.84594,130680
USDCNH.FXCM,20181206,6.85652,6.87937,6.90703,6.85272,6.86311,6.88257,6.90777,6.86041,222093
USDCNH.FXCM,20181207,6.87937,6.88139,6.89102,6.86582,6.88257,6.89112,6.89166,6.86643,186657
USDCNH.FXCM,20181209,6.88139,6.89352,6.89632,6.89182,6.89112,6.89928,6.90095,6.8992,67
USDCNH.FXCM,20181210,6.89352,6.91049,6.92025,6.88893,6.89928,6.9175,6.92085,6.88945,164832
USDCNH.FXCM,20181211,6.91049,6.90273,6.92203,6.89248,6.9175,6.91235,6.92351,6.89342,181921
USDCNH.FXCM,20181212,6.90273,6.86731,6.90206,6.86727,6.91235,6.8714,6.91346,6.86806,183375
USDCNH.FXCM,20181213,6.86731,6.87655,6.88754,6.85641,6.8714,6.87938,6.88847,6.85698,148248
USDCNH.FXCM,20181214,6.87655,6.89901,6.91151,6.87527,6.87938,6.90584,6.91208,6.87908,140977
USDCNH.FXCM,20181217,6.89901,6.89963,6.90503,6.88812,6.90584,6.90251,6.90874,6.89312,114288
USDCNH.FXCM,20181218,6.89963,6.88404,6.90042,6.88372,6.90251,6.8938,6.90568,6.88745,119045
USDCNH.FXCM,20181219,6.88404,6.90396,6.90732,6.88316,6.8938,6.90908,6.90908,6.88561,138619
USDCNH.FXCM,20181220,6.90396,6.89179,6.91466,6.88236,6.90908,6.89843,6.91518,6.88298,165521
USDCNH.FXCM,20181221,6.89179,6.92323,6.924,6.8864,6.89843,6.92505,6.92548,6.88704,195115
USDCNH.FXCM,20181223,6.92323,6.91882,6.92184,6.91582,6.92505,6.92495,6.92828,6.92441,73
USDCNH.FXCM,20181224,6.91882,6.9013,6.92279,6.89788,6.92495,6.90567,6.92487,6.89852,127629
USDCNH.FXCM,20181226,6.9013,6.8904,6.89743,6.88393,6.90567,6.89972,6.89972,6.88458,49390
USDCNH.FXCM,20181227,6.8904,6.87131,6.90051,6.87131,6.89972,6.87757,6.90141,6.87276,202030
USDCNH.FXCM,20181228,6.87131,6.87604,6.88722,6.86242,6.87757,6.88779,6.88811,6.86306,156634
USDCNH.FXCM,20181230,6.87604,6.87759,6.87759,6.87731,6.88779,6.88768,6.88768,6.88768,2
USDCNH.FXCM,20181231,6.87759,6.86872,6.88614,6.86601,6.88768,6.87213,6.88811,6.86696,91989
USDCNH.FXCM,20190102,6.86872,6.87559,6.88332,6.85899,6.87213,6.88075,6.88378,6.85963,95878
USDCNH.FXCM,20190103,6.87559,6.87636,6.89426,6.87292,6.88075,6.88724,6.89487,6.87612,152662
USDCNH.FXCM,20190104,6.87636,6.86379,6.88344,6.86361,6.88724,6.86768,6.88858,6.86429,129514
USDCNH.FXCM,20190106,6.86379,6.86394,6.86394,6.86148,6.86768,6.86966,6.87173,6.86966,51
USDCNH.FXCM,20190107,6.86394,6.84466,6.8648,6.84439,6.86966,6.84946,6.87084,6.84521,115388
USDCNH.FXCM,20190108,6.84466,6.85261,6.86832,6.8427,6.84946,6.85728,6.86883,6.84328,130333
USDCNH.FXCM,20190109,6.85261,6.81083,6.85398,6.80703,6.85728,6.81343,6.85716,6.80755,181940
USDCNH.FXCM,20190110,6.81083,6.79161,6.82441,6.78005,6.81343,6.79506,6.82493,6.78066,162362
USDCNH.FXCM,20190111,6.79161,6.75765,6.79527,6.7374,6.79506,6.76236,6.79581,6.73784,185022
USDCNH.FXCM,20190113,6.75765,6.75742,6.75873,6.75742,6.76236,6.76768,6.76878,6.76518,126
USDCNH.FXCM,20190114,6.75742,6.76173,6.77643,6.73882,6.76768,6.76433,6.77704,6.73964,140518
USDCNH.FXCM,20190115,6.76173,6.77267,6.78704,6.74357,6.76433,6.77455,6.78767,6.74421,136641
USDCNH.FXCM,20190116,6.77267,6.75932,6.78476,6.75772,6.77455,6.76441,6.7852,6.75886,127950
USDCNH.FXCM,20190117,6.75932,6.77451,6.79367,6.75296,6.76441,6.77861,6.79423,6.75375,135467
USDCNH.FXCM,20190118,6.77451,6.80122,6.80945,6.77042,6.77861,6.80439,6.81013,6.77492,122130
USDCNH.FXCM,20190120,6.80122,6.80103,6.80124,6.79619,6.80439,6.80548,6.80573,6.80315,45
USDCNH.FXCM,20190121,6.80103,6.79962,6.80838,6.79143,6.80548,6.80273,6.81006,6.79211,102299
USDCNH.FXCM,20190122,6.79962,6.81443,6.81864,6.79802,6.80273,6.81638,6.81931,6.79914,104567
USDCNH.FXCM,20190123,6.81443,6.79213,6.81586,6.78532,6.81638,6.79513,6.8187,6.78595,111766
USDCNH.FXCM,20190124,6.79213,6.79344,6.80987,6.78007,6.79513,6.79573,6.81053,6.78077,129876
USDCNH.FXCM,20190125,6.79344,6.75156,6.79928,6.75156,6.79573,6.75378,6.80148,6.75269,143129
USDCNH.FXCM,20190127,6.75156,6.75132,6.75422,6.75012,6.75378,6.76118,6.76158,6.75606,68
USDCNH.FXCM,20190128,6.75132,6.75462,6.7615,6.73519,6.76118,6.75549,6.762,6.73575,125936
USDCNH.FXCM,20190129,6.75462,6.74617,6.76552,6.74584,6.75549,6.75028,6.76605,6.74702,129955
USDCNH.FXCM,20190130,6.74617,6.70972,6.74832,6.70138,6.75028,6.71309,6.75298,6.70217,150764
USDCNH.FXCM,20190131,6.70972,6.70625,6.72393,6.70184,6.71309,6.71274,6.72463,6.70294,157017
USDCNH.FXCM,20190201,6.70625,6.75635,6.75736,6.70442,6.71274,6.75729,6.75799,6.7056,137702
USDCNH.FXCM,20190203,6.75635,6.75175,6.75232,6.74872,6.75729,6.75871,6.76048,6.75871,105
USDCNH.FXCM,20190204,6.75175,6.77667,6.78512,6.75026,6.75871,6.77893,6.78558,6.75076,92519
USDCNH.FXCM,20190205,6.77667,6.76231,6.78254,6.75226,6.77893,6.76331,6.78558,6.75288,84530
USDCNH.FXCM,20190206,6.76231,6.77769,6.77965,6.75634,6.76331,6.77874,6.78052,6.75676,70390
USDCNH.FXCM,20190207,6.77769,6.78353,6.78508,6.76934,6.77874,6.7852,6.78575,6.76998,74094
USDCNH.FXCM,20190208,6.78353,6.78294,6.79463,6.77472,6.7852,6.7874,6.79541,6.77508,83227
USDCNH.FXCM,20190210,6.78294,6.78268,6.7828,6.7826,6.7874,6.78768,6.78769,6.78768,82
USDCNH.FXCM,20190211,6.78268,6.79685,6.80302,6.7647,6.78768,6.8037,6.8037,6.76549,131498
USDCNH.FXCM,20190212,6.79685,6.77242,6.8086,6.77238,6.8037,6.77552,6.80949,6.77331,142897
USDCNH.FXCM,20190213,6.77242,6.78161,6.78534,6.75862,6.77552,6.78511,6.78592,6.75921,129682
USDCNH.FXCM,20190214,6.78161,6.77454,6.78952,6.7627,6.78511,6.78417,6.79045,6.76393,130362
USDCNH.FXCM,20190215,6.77454,6.76987,6.79405,6.76886,6.78417,6.77098,6.79467,6.77028,125646
USDCNH.FXCM,20190217,6.76987,6.76932,6.76982,6.76828,6.77098,6.77786,6.7787,6.77786,107
USDCNH.FXCM,20190218,6.76932,6.77172,6.77554,6.76053,6.77786,6.77629,6.77941,6.7611,88849
USDCNH.FXCM,20190219,6.77172,6.74393,6.78468,6.74194,6.77629,6.74769,6.78524,6.74256,129141
USDCNH.FXCM,20190220,6.74393,6.71803,6.74582,6.70751,6.74769,6.71967,6.74785,6.70804,167750
USDCNH.FXCM,20190221,6.71803,6.72023,6.72962,6.68751,6.71967,6.73236,6.73242,6.68818,194010
USDCNH.FXCM,20190222,6.72023,6.70062,6.73397,6.70052,6.73236,6.70368,6.73457,6.70121,142593
USDCNH.FXCM,20190224,6.70062,6.70072,6.70181,6.70013,6.70368,6.70308,6.71188,6.70308,87
USDCNH.FXCM,20190225,6.70072,6.67985,6.70097,6.67342,6.70308,6.68389,6.70308,6.67421,161140
USDCNH.FXCM,20190226,6.67985,6.68425,6.70503,6.67632,6.68389,6.68822,6.70566,6.68133,136323
USDCNH.FXCM,20190227,6.68425,6.68079,6.69382,6.67592,6.68822,6.68201,6.69438,6.67647,130594
USDCNH.FXCM,20190228,6.68079,6.70261,6.70304,6.67488,6.68201,6.70411,6.7044,6.67548,130682
USDCNH.FXCM,20190301,6.70261,6.70972,6.71805,6.68921,6.70411,6.71587,6.71868,6.69358,122256
USDCNH.FXCM,20190303,6.70972,6.69977,6.70604,6.69579,6.71587,6.70123,6.70976,6.69951,389
USDCNH.FXCM,20190304,6.69977,6.70621,6.71192,6.68649,6.70123,6.70778,6.7125,6.68705,148956
USDCNH.FXCM,20190305,6.70621,6.70238,6.71208,6.6993,6.70778,6.70851,6.71268,6.69974,117182
USDCNH.FXCM,20190306,6.70238,6.71495,6.72732,6.69982,6.70851,6.7201,6.72789,6.70277,122614
USDCNH.FXCM,20190307,6.71495,6.73292,6.73474,6.71123,6.7201,6.73459,6.73531,6.71179,102000
USDCNH.FXCM,20190308,6.73292,6.72769,6.73722,6.7253,6.73459,6.73377,6.73783,6.72578,124786
USDCNH.FXCM,20190310,6.72769,6.72982,6.72982,6.72541,6.73377,6.73639,6.73655,6.73028,68
USDCNH.FXCM,20190311,6.72982,6.7318,6.73482,6.72802,6.73639,6.73284,6.73676,6.72853,82789
USDCNH.FXCM,20190312,6.7318,6.70602,6.73218,6.70572,6.73284,6.70744,6.73478,6.70609,109746
USDCNH.FXCM,20190313,6.70602,6.70049,6.72094,6.70008,6.70744,6.70217,6.72146,6.70081,91884
USDCNH.FXCM,20190314,6.70049,6.72108,6.73515,6.69988,6.70217,6.72292,6.73572,6.70192,102066
USDCNH.FXCM,20190315,6.72108,6.71158,6.73224,6.71022,6.72292,6.71545,6.73266,6.71073,77057
USDCNH.FXCM,20190317,6.71158,6.71092,6.71092,6.70782,6.71545,6.71368,6.72018,6.71368,64
USDCNH.FXCM,20190318,6.71092,6.72052,6.72408,6.70832,6.71368,6.72126,6.72458,6.71229,71946
USDCNH.FXCM,20190319,6.72052,6.71677,6.72342,6.71179,6.72126,6.71848,6.72795,6.71223,83786
USDCNH.FXCM,20190320,6.71677,6.68591,6.72201,6.67782,6.71848,6.68907,6.72254,6.67807,99932
USDCNH.FXCM,20190321,6.68591,6.70679,6.71624,6.67002,6.68907,6.70756,6.71679,6.67061,118059
USDCNH.FXCM,20190322,6.70679,6.72244,6.7277,6.70045,6.70756,6.72412,6.72832,6.70094,132331
USDCNH.FXCM,20190324,6.72244,6.71932,6.72087,6.71932,6.72412,6.72968,6.72968,6.72818,84
USDCNH.FXCM,20190325,6.71932,6.71653,6.73081,6.71202,6.72968,6.71744,6.73164,6.71254,103291
USDCNH.FXCM,20190326,6.71653,6.72277,6.72354,6.70667,6.71744,6.72386,6.72426,6.70724,84072
USDCNH.FXCM,20190327,6.72277,6.73762,6.73971,6.71583,6.72386,6.7388,6.74012,6.71642,108980
USDCNH.FXCM,20190328,6.73762,6.73896,6.74982,6.72902,6.7388,6.74016,6.75043,6.72969,122746
USDCNH.FXCM,20190329,6.73896,6.72267,6.74139,6.71146,6.74016,6.72558,6.74194,6.71198,127615
USDCNH.FXCM,20190331,6.72267,6.71572,6.71578,6.71218,6.72558,6.71958,6.72008,6.71958,146
USDCNH.FXCM,20190401,6.71572,6.71486,6.72263,6.70572,6.71958,6.72356,6.72394,6.70639,108717
USDCNH.FXCM,20190402,6.71486,6.72409,6.73164,6.71448,6.72356,6.72765,6.73236,6.71844,90079
USDCNH.FXCM,20190403,6.72409,6.7125,6.72681,6.70694,6.72765,6.71645,6.72811,6.70744,105538
USDCNH.FXCM,20190404,6.7125,6.71568,6.72467,6.70982,6.71645,6.71872,6.72518,6.71044,82592
USDCNH.FXCM,20190405,6.71568,6.71038,6.71832,6.70297,6.71872,6.71132,6.71975,6.70358,75464
USDCNH.FXCM,20190407,6.71038,6.705,6.70592,6.705,6.71132,6.71518,6.71518,6.7135,15
USDCNH.FXCM,20190408,6.705,6.71675,6.72725,6.70505,6.71518,6.718,6.72783,6.70997,81005
USDCNH.FXCM,20190409,6.71675,6.71674,6.72251,6.71216,6.718,6.72118,6.72305,6.71274,76967
USDCNH.FXCM,20190410,6.71674,6.71787,6.72605,6.71352,6.72118,6.7198,6.72663,6.71683,87841
USDCNH.FXCM,20190411,6.71787,6.72781,6.72954,6.71596,6.7198,6.73056,6.73068,6.71677,71095
USDCNH.FXCM,20190412,6.72781,6.70926,6.73013,6.70368,6.73056,6.71015,6.73068,6.70415,104174
USDCNH.FXCM,20190414,6.70303,6.70362,6.70385,6.70286,6.70968,6.70945,6.71218,6.70915,102
USDCNH.FXCM,20190415,6.70362,6.70551,6.71248,6.7036,6.70945,6.70931,6.71662,6.70418,71468
USDCNH.FXCM,20190416,6.70551,6.7122,6.71452,6.70356,6.70931,6.71327,6.71508,6.70599,81561
USDCNH.FXCM,20190417,6.7122,6.67635,6.71438,6.676,6.71327,6.67927,6.71523,6.67673,105933
USDCNH.FXCM,20190418,6.67635,6.70669,6.71047,6.67578,6.67927,6.70928,6.71106,6.67736,113850
USDCNH.FXCM,20190419,6.70669,6.70163,6.70868,6.69927,6.70928,6.70262,6.71046,6.69989,15615
USDCNH.FXCM,20190422,6.70379,6.71078,6.71885,6.70359,6.70451,6.71329,6.71948,6.70428,36117
USDCNH.FXCM,20190423,6.71078,6.72821,6.72992,6.71032,6.71329,6.73048,6.73048,6.71087,108414
USDCNH.FXCM,20190424,6.72821,6.73403,6.73915,6.71982,6.73048,6.73501,6.73974,6.72038,101480
USDCNH.FXCM,20190425,6.73403,6.74882,6.75972,6.73189,6.73501,6.7515,6.76026,6.73252,111450
USDCNH.FXCM,20190426,6.74882,6.73416,6.75029,6.72802,6.7515,6.74374,6.7515,6.72851,133640
USDCNH.FXCM,20190429,6.73572,6.73833,6.74465,6.73254,6.73623,6.73932,6.74517,6.73308,60621
USDCNH.FXCM,20190430,6.73833,6.73596,6.74852,6.73471,6.73932,6.73794,6.74913,6.73618,163001
USDCNH.FXCM,20190501,6.73596,6.73224,6.74087,6.71772,6.73794,6.73429,6.74421,6.71825,94834
USDCNH.FXCM,20190502,6.73224,6.74705,6.74762,6.72499,6.73429,6.74777,6.74825,6.72563,99287
USDCNH.FXCM,20190503,6.74513,6.73352,6.75084,6.73332,6.74565,6.73508,6.75284,6.73393,88842
USDCNH.FXCM,20190506,6.80174,6.76989,6.82132,6.76791,6.80367,6.77721,6.82236,6.76848,165912
USDCNH.FXCM,20190507,6.76989,6.79407,6.80213,6.76989,6.77721,6.79576,6.80258,6.77224,310025
USDCNH.FXCM,20190508,6.79407,6.80522,6.81011,6.78103,6.79576,6.80963,6.81054,6.78146,147058
USDCNH.FXCM,20190509,6.80522,6.83408,6.86359,6.8012,6.80963,6.84086,6.86394,6.80163,205422
USDCNH.FXCM,20190510,6.83408,6.84244,6.86458,6.81664,6.84086,6.84692,6.86507,6.81774,229059
USDCNH.FXCM,20190513,6.86277,6.91139,6.91825,6.86277,6.86424,6.91281,6.91863,6.86389,155367
USDCNH.FXCM,20190514,6.91139,6.90292,6.91905,6.88723,6.91281,6.90499,6.92011,6.888,300896
USDCNH.FXCM,20190515,6.90292,6.90287,6.91734,6.89368,6.90499,6.90794,6.91786,6.89428,121021
USDCNH.FXCM,20190516,6.90287,6.92593,6.9315,6.90112,6.90794,6.93127,6.93275,6.90208,120162
USDCNH.FXCM,20190517,6.92593,6.94764,6.94889,6.92114,6.93127,6.949,6.94946,6.92165,157554
USDCNH.FXCM,20190520,6.93661,6.93732,6.94589,6.93576,6.93725,6.94079,6.94648,6.93621,79531
USDCNH.FXCM,20190521,6.93732,6.93336,6.94627,6.92053,6.94079,6.93477,6.94679,6.92087,222996
USDCNH.FXCM,20190522,6.93336,6.93091,6.94087,6.92362,6.93477,6.93758,6.94138,6.92416,111350
USDCNH.FXCM,20190523,6.93091,6.92613,6.94312,6.92533,6.93758,6.92766,6.94362,6.92605,105229
USDCNH.FXCM,20190524,6.93262,6.91499,6.93422,6.90971,6.93301,6.91952,6.93472,6.91015,87019
USDCNH.FXCM,20190527,6.91073,6.90652,6.91508,6.90522,6.91123,6.91054,6.91561,6.90578,27843
