mom_w,vol_w,val_w,top_n,def_alloc,step_low,step_high,max_def,hongli_ratio,annual_return,max_drawdown,sharpe,final_nav,ret_dd
0.35,0.2,0.1,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
0.35,0.2,0.1,2,0.3,0.15,0.3,0.9,0.2,0.11203516716935868,0.07916905644516586,1.4762484954387183,3.763523447135421,1.4151383406591005
0.35,0.2,0.15,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
0.35,0.2,0.15,2,0.3,0.15,0.3,0.9,0.2,0.11203516716935868,0.07916905644516586,1.4762484954387183,3.763523447135421,1.4151383406591005
0.35,0.2,0.2,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
0.35,0.2,0.2,2,0.3,0.15,0.3,0.9,0.2,0.11203516716935868,0.07916905644516586,1.4762484954387183,3.763523447135421,1.4151383406591005
0.35,0.2,0.25,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
0.35,0.2,0.25,2,0.3,0.15,0.3,0.9,0.2,0.11203516716935868,0.07916905644516586,1.4762484954387183,3.763523447135421,1.4151383406591005
0.35,0.2,0.3,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
0.35,0.2,0.3,2,0.3,0.15,0.3,0.9,0.2,0.11203516716935868,0.07916905644516586,1.4762484954387183,3.763523447135421,1.4151383406591005
0.35,0.2,0.35,1,0.3,0.15,0.3,0.9,0.2,0.10167054330436831,0.12966377319588926,1.0834326802327672,3.3484053671455922,0.7841090907540518
