mom_w,vol_w,val_w,top_n,defensive_allocation,total_return,annual_return,max_drawdown,defensive_weeks,total_weeks
0.2,0.4,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.3,0.2,2,0.6,2.3357281115007718,0.09739974989014089,-0.1723237076530406,79,674
0.5,0.6,0.1,2,0.65,2.334753147928506,0.0973750004928966,-0.13810238053568177,80,674
0.6,0.2,0.0,2,0.55,2.3345323461315237,0.09736939452391269,-0.15897403970856328,123,674
0.3,0.5,0.2,2,0.65,2.3343962330430887,0.09736593855820463,-0.14362459731113586,85,674
0.3,0.4,0.2,2,0.55,2.3320081545962554,0.09730528310266551,-0.17862946504134625,117,674
0.6,0.5,0.2,2,0.65,2.33141784541218,0.0972902834947551,-0.147439569364538,86,674
0.4,0.6,0.1,2,0.7,2.3303326543660594,0.09726270266290338,-0.1414671375142696,72,674
0.5,0.5,0.2,2,0.6,2.3301896063353156,0.09725906638606374,-0.14832372650138653,96,674
0.4,0.3,0.0,2,0.7,2.3295001227733056,0.09724153771166799,-0.13916254706175418,49,674
0.6,0.6,0.2,2,0.6,2.328662642626526,0.09722024202817736,-0.1453187453763075,96,674
0.3,0.3,0.1,2,0.6,2.328662642626526,0.09722024202817736,-0.1453187453763075,96,674
0.3,0.4,0.1,2,0.7,2.3282688764415957,0.09721022752056507,-0.14821366279117112,80,674
0.5,0.2,0.0,2,0.6,2.3261316165453336,0.09715585231086554,-0.15569436575417708,114,674
0.6,0.5,0.1,2,0.65,2.325409197299805,0.0971374655521764,-0.14962524929276041,70,674
0.3,0.6,0.0,2,0.75,2.3240948910220633,0.09710400483874992,-0.12846699367382092,41,674
0.2,0.4,0.0,2,0.75,2.3240948910220633,0.09710400483874992,-0.12846699367382092,41,674
