日期,纳指ETF,红利ETF,红利低波ETF,沪深300ETF,黄金ETF,国债ETF
2020-09-21,0.9329333,2.1094923038058,0.6533919,4.2463969971613,4.078,118.77672935447
2020-09-22,0.9181407,2.0850432803644,0.6436179,4.1955045184316,3.985,118.93273308795
2020-09-23,0.9305345,2.0842792483819,0.6426405,4.208004425488,3.925,118.89839264347
2020-09-24,0.8957519,2.0544820010626,0.6338439,4.1392549366778,3.881,118.79929593227
2020-09-25,0.8885555,2.0498978091673,0.630423,4.1419334881899,3.928,118.67567033216
2020-09-26,,,,,,
2020-09-27,,,,,,
2020-09-28,0.903548,2.0514258731324,0.6333552,4.1508619932302,3.919,118.57657362095
2020-09-29,0.9087454,2.0514258731324,0.6328665,4.1606833487745,3.972,118.47060882086
2020-09-30,0.9105445,2.0460776492546,0.6289569,4.1481834417181,3.974,118.42547566526
2020-10-01,,,,,,
2020-10-02,,,,,,
2020-10-03,,,,,,
2020-10-04,,,,,,
2020-10-05,,,,,,
2020-10-06,,,,,,
2020-10-07,,,,,,
2020-10-08,,,,,,
2020-10-09,0.9283356,2.0743468326088,0.6387309,4.2312185385928,3.971,118.25181113176
2020-10-10,,,,,,
2020-10-11,,,,,,
2020-10-12,0.9341327,2.1087282718233,0.6494823,4.363360413189,4.014,118.32736010961
2020-10-13,0.9439278,2.1049081119106,0.6509484,4.3776460212535,4.003,118.16645059835
2020-10-14,0.9409293,2.09573972812,0.6485049,4.3562176091568,3.958,118.15958250946
2020-10-15,0.9167414,2.0896274722597,0.6480162,4.3455034031085,3.953,118.02418304266
2020-10-16,0.9159418,2.0919195682073,0.6514371,4.3330034960521,3.965,118.21060259839
2020-10-17,,,,,,
2020-10-18,,,,,,
2020-10-19,0.9267364,2.0835152163993,0.6489936,4.3053251304272,3.968,118.4539291764
2020-10-20,0.9205395,2.0804590884691,0.6489936,4.332110645548,3.952,118.49513770977
2020-10-21,0.9203396,2.077402960539,0.6504597,4.3374677485722,3.966,118.60012135431
2020-10-22,0.9107444,2.0682345767484,0.6475275,4.3231821405077,3.97,118.72080348775
2020-10-23,0.9013491,2.0621223208881,0.645084,4.2731825122821,3.956,118.5461577987
2020-10-24,,,,,,
2020-10-25,,,,,,
2020-10-26,0.8853571,2.0498978091673,0.6426405,4.2410398941371,3.938,118.43528722082
2020-10-27,0.8799598,2.043785553307,0.640197,4.2535398011935,3.972,118.66291530992
2020-10-28,0.8723636,2.0468416812372,0.6387309,4.2892538213546,3.974,118.59717788764
2020-10-29,0.8619688,2.0651784488182,0.645084,4.3285392435319,3.92,118.54321433203
2020-10-30,0.8497749,2.0529539370975,0.6348213,4.2472898476653,3.897,118.6815572655
2020-10-31,,,,,,
2020-11-01,,,,,,
2020-11-02,0.8501747,2.0613582889055,0.6421518,4.2722896617781,3.93,118.89348686569
2020-11-03,0.883558,2.0751108645913,0.6480162,4.3178250374836,3.949,118.85325948788
2020-11-04,0.9265365,2.0942116641549,0.6529032,4.3508605061326,3.967,118.92978962128
2020-11-05,0.929535,2.129357135352,0.6602337,4.4187171444388,3.965,118.80125824338
2020-11-06,0.8961517,2.1469298709505,0.6631659,4.4205028454469,4.001,118.63740526545
2020-11-07,,,,,,
2020-11-08,,,,,,
2020-11-09,0.9199398,2.1858955020603,0.6734286,4.5071093443377,3.99,118.45883495418
2020-11-10,0.8933531,2.1774911502523,0.6729399,4.4830023807289,3.889,118.4921942431
2020-11-11,0.8809593,2.1889516299905,0.6768495,4.4410384070395,3.881,118.47649575419
2020-11-12,0.8833581,2.1988840457636,0.679293,4.4383598555275,3.873,118.42645682082
2020-11-13,0.8765615,2.1836034061127,0.6675642,4.392824479822,3.89,118.17233753169
2020-11-14,,,,,,
2020-11-15,,,,,,
2020-11-16,0.87956,2.2271532291177,0.6900444,4.4401455565355,3.888,118.37249326521
2020-11-17,0.8643676,2.2355575809257,0.6900444,4.4321099019993,3.881,118.30675584293
2020-11-18,0.8563716,2.2462540286813,0.693954,4.4258599484711,3.856,118.142902865
2020-11-19,0.8547724,2.231737421013,0.689067,4.4633596696403,3.837,118.07912775383
2020-11-20,0.8605695,2.2431979007512,0.6919992,4.4767524272007,3.843,118.07912775383
2020-11-21,,,,,,
2020-11-22,,,,,,
2020-11-23,0.8537729,2.2768153079831,0.7032393,4.5285377564344,3.851,118.38328597633
2020-11-24,0.8557719,2.2729951480704,0.6983523,4.4999665403054,3.755,118.25279228732
2020-11-25,0.8619688,2.248546124629,0.689067,4.4446098090557,3.714,118.31264277627
2020-11-26,0.8645675,2.2424338687686,0.6905331,4.4508597625839,3.718,118.27928348735
2020-11-27,0.8619688,2.258478540402,0.6949314,4.5142521483699,3.72,118.23316917619
2020-11-28,,,,,,
2020-11-29,,,,,,
2020-11-30,0.8629683,2.2378496768733,0.7003071,4.4919308857692,3.628,118.50985504311
